pmid,pathway,context,title,relevance_score,screen_decision,abstract
30189266,Sphingolipid/Ceramide,neurodegeneration,Circadian control of BDNF-mediated Nrf2 activation in astrocytes protects dopaminergic neurons from ferroptosis.,2,include_contextual,"Astrocyte-neuron interactions protect neurons from iron-mediated toxicity. As dopamine can be metabolized to reactive quinones, dopaminergic neurons are susceptible to oxidative damage and ferroptosis-like induced cell death. Detoxification enzymes are required to protect neurons. Brain-derived neurotrophic factor (BDNF) plays a key role in the regulation of redox sensitive transcription factor Nrf2 in astrocytes and metabolic cooperation between astrocytes and neurons. This article reviews the importance of BDNF and astrocyte-neuron interactions in the protection of neurons against oxidative damages in rodent brains. We previously proposed that BDNF activates Nrf2 via the truncated TrkB.T1 and p75"
27863537,Sphingolipid/Ceramide,neurodegeneration,High-resolution proteomic and lipidomic analysis of exosomes and microvesicles from different cell sources.,4,include_primary_high,"Extracellular vesicles (EVs), including exosomes and microvesicles (MVs), are explored for use in diagnostics, therapeutics and drug delivery. However, little is known about the relationship of protein and lipid composition of EVs and their source cells. Here, we report high-resolution lipidomic and proteomic analyses of exosomes and MVs derived by differential ultracentrifugation from 3 different cell types: U87 glioblastoma cells, Huh7 hepatocellular carcinoma cells and human bone marrow-derived mesenchymal stem cells (MSCs). We identified 3,532 proteins and 1,961 lipid species in the screen. Exosomes differed from MVs in several different areas: (a) The protein patterns of exosomes were more likely different from their cells of origin than were the protein patterns of MVs; (b) The proteomes of U87 and Huh7 exosomes were similar to each other but different from the proteomes of MSC exosomes, whereas the lipidomes of Huh7 and MSC exosomes were similar to each other but different from the lipidomes of U87 exosomes; (c) exosomes exhibited proteins of extracellular matrix, heparin-binding, receptors, immune response and cell adhesion functions, whereas MVs were enriched in endoplasmic reticulum, proteasome and mitochondrial proteins. Exosomes and MVs also differed in their types of lipid contents. Enrichment in glycolipids and free fatty acids characterized exosomes, whereas enrichment in ceramides and sphingomyelins characterized MVs. Furthermore, Huh7 and MSC exosomes were specifically enriched in cardiolipins; U87 exosomes were enriched in sphingomyelins. This study comprehensively analyses the protein and lipid composition of exosomes, MVs and source cells in 3 different cell types."
37469132,Autophagy,neurodegeneration,"LAMP2A, LAMP2B and LAMP2C: similar structures, divergent roles.",4,include_contextual,"LAMP2 (lysosomal associated membrane protein 2) is one of the major protein components of the lysosomal membrane. There currently exist three LAMP2 isoforms, LAMP2A, LAMP2B and LAMP2C, and they vary in distribution and function. LAMP2A serves as a receptor and channel for transporting cytosolic proteins in a process called chaperone-mediated autophagy (CMA). LAMP2B is required for autophagosome-lysosome fusion in cardiomyocytes and is one of the components of exosome membranes. LAMP2C is primarily implicated in a novel type of autophagy in which nucleic acids are taken up into lysosomes for degradation. In this review, the current evidence for the function of each LAMP2 isoform in various pathophysiological processes and human diseases, as well as their possible mechanisms, are comprehensively summarized. We discuss the evolutionary patterns of the three isoforms in vertebrates and provide technical guidance on investigating these isoforms. We are also concerned with the newly arising questions in this particular research area that remain unanswered. Advances in the functions of the three LAMP2 isoforms will uncover new links between lysosomal dysfunction, autophagy and human diseases."
31972172,Autophagy,neurodegeneration,Autophagy and Protein Secretion.,3,include_contextual,"Autophagy - conventional for macroautophagy - is a major recycling strategy that ensures cellular homeostasis through the selective engulfment of cytoplasmic supramolecular cargos in double membrane vesicles and their rapid dispatch to the lysosome for digestion. As autophagy operates in the cytoplasm, its interference with secretory proteins, that is, proteins destined to the plasma membrane or the extracellular space, generally synthesized and routed within the endoplasmic reticulum (ER), has been relatively overlooked in the past. However, mounting evidence reveals that autophagy in fact heavily regulates protein secretion through diverse mechanisms. First, autophagy is closely involved in the unconventional secretion of leaderless proteins, a pool of proteins destined extracellularly, but lacking an ER-targeted leader sequence, and thus manufactured in the cytosol. Autophagy-related (ATG) genes now appear instrumental to the underlying pathways, hence the recently coined concept of secretory autophagy, or better ATG gene-dependent secretion. Indeed, ATG genes regulate unconventional protein secretion at multiple levels, ranging from intracellular inflammatory signaling, for example, through the control of mitochondrial health and inflammasome activity, to trafficking of leaderless proteins. Moreover, perhaps less expectedly, autophagy also participates in the control of conventional secretion, intersecting the secretory apparatus at multiple points, though with surprising differences among professional secretory cell types that disclose remarkable and unpredicted specificity. This review synopsizes the multiple mechanisms whereby autophagy interfaces with conventional and unconventional protein secretory pathways and discusses the relative teleology. Altogether, the diverse controls exerted on protein secretion broaden and deepen the homeostatic significance of autophagy within the cell."
33896112,Autophagy,neurodegeneration,Brain-specific functions of the endocytic machinery.,3,include_contextual,"Endocytosis is an essential cellular process required for multiple physiological functions, including communication with the extracellular environment, nutrient uptake, and signaling by the cell surface receptors. In a broad sense, endocytosis is accomplished through either constitutive or ligand-induced invagination of the plasma membrane, which results in the formation of the plasma membrane-retrieved endocytic vesicles, which can either be sent for degradation to the lysosomes or recycled back to the PM. This additional function of endocytosis in membrane retrieval has been adopted by excitable cells, such as neurons, for membrane equilibrium maintenance at synapses. The last two decades were especially productive with respect to the identification of brain-specific functions of the endocytic machinery, which additionally include but not limited to regulation of neuronal differentiation and migration, maintenance of neuron morphology and synaptic plasticity, and prevention of neurotoxic aggregates spreading. In this review, we highlight the current knowledge of brain-specific functions of endocytic machinery with a specific focus on three brain cell types, neuronal progenitor cells, neurons, and glial cells."
36520306,Autophagy,neurodegeneration,Cdc37 as a Co-chaperone to Hsp90.,4,include_primary_high,"The co-chaperone p50/Cdc37 is an important partner for Hsp90, assisting in molecular chaperone activities, particularly with regard to the regulation of protein kinases. Analysis of the structure of Hsp90-Cdc37-kinase complexes demonstrates the way in which Cdc37 interacts with and controls the folding of a large proportion of intracellular protein kinases. This co-chaperone thus stands at the hub of a multitude of intracellular signaling networks. Indeed, the influence of Cdc37 reaches beyond the housekeeping pathways of protein folding into the regulation of a wide range of cellular processes. This co-chaperone has attracted attention as a potential intermediate in carcinogenesis. Cdc37 is an attractive potential target in cancer due to (1) high expression in a number of tumor types and (2) control of multiple signaling pathways. These properties indicate (3) a potential for selectivity due to its elevated expression in malignant cells and (4) robustness, as the co-chaperone may control multiple growth signaling pathways and thus be less prone to evolution of resistance than less versatile oncoproteins. Cdc37 may also be involved in other aspects of pathophysiology and has been shown to be secreted in exosomes. Protein aggregation disorders have been linked to age-related declines in molecular chaperones and co-chaperones. Cdc37 also appears to be a potential agent in longevity due to its links to protein folding and autophagy, and it will be informative to study the role of Cdc37 maintenance/decline in aging organisms."
39719419,Hypoxia/HIF-1,neurodegeneration,Pericytes and Extracellular Vesicle Interactions in Neurovascular Adaptation to Chronic Arterial Hypertension.,3,include_contextual,"Chronic arterial hypertension restructures the vascular architecture of the brain, leading to a series of pathological responses that culminate in cerebral small-vessel disease. Pericytes respond dynamically to vascular challenges; however, how they manifest under the continuous strain of hypertension has not been elucidated. In this study, we characterized pericyte behavior alongside hypertensive states in the spontaneously hypertensive stroke-prone rat model, focusing on their phenotypic and metabolic transformation. Flow cytometry was used to characterize pericytes by their expression of platelet-derived growth factor receptor β, neuroglial antigen 2, cluster of differentiation 13-alanyl aminopeptidase, and antigen Kiel 67. Microvessels were isolated for gene expression profiling and in vitro pericyte expansion. Immunofluorescence validated the cell culture model. Plasma-derived extracellular vesicles from hypertensive rodents were applied as a treatment to assess their effects on pericyte function and detailed metabolic assessments on enriched pericytes measured oxidative phosphorylation and glycolysis. Our results reveal a shift in platelet-derived growth factor receptor β Our findings demonstrate that cerebral pericytes undergo phenotypic and metabolic reprogramming in response to hypertension, with hypertensive-derived plasma-derived extracellular vesicles impairing their mitochondrial function. Importantly, plasma-derived extracellular vesicles from normotensive controls restore this function, suggesting their potential as both therapeutic agents and precision biomarkers for hypertensive vascular complications. Further investigation into plasma-derived extracellular vesicle cargo is essential to further explore their therapeutic potential in vascular health."
39427747,Hypoxia/HIF-1,neurodegeneration,Mesenchymal stromal cells deliver H(2)S-enhanced Nrf2 via extracellular vesicles to mediate mitochondrial homeostasis for repairing hypoxia-ischemia brain damage.,4,include_primary_high,"Mesenchymal stromal cells (MSCs) are considered a therapeutic approach for neurological diseases via extracellular vesicles (EVs). Modified EVs contain active components with enhanced therapeutic potential. In this study, we aimed to explore the role and underlying mechanism of EVs from MSCs preconditioned by NaHS (an Hydrogen sulfide donor) (H"
38256220,Hypoxia/HIF-1,neurodegeneration,Exercise-Intervened Endothelial Progenitor Cell Exosomes Protect N2a Cells by Improving Mitochondrial Function.,3,include_contextual,"We have recently demonstrated that exosomal communication between endothelial progenitor cells (EPCs) and brain endothelial cells is compromised in hypertensive conditions, which might contribute to the poor outcomes of stroke subjects with hypertension. The present study investigated whether exercise intervention can regulate EPC-exosome (EPC-EX) functions in hypertensive conditions. Bone marrow EPCs from sedentary and exercised hypertensive transgenic mice were used for generating EPC-EXs, denoted as R-EPC-EXs and R-EPC-EX"
37200023,Integrin/Src,neurodegeneration,Giant worm-shaped ESCRT scaffolds surround actin-independent integrin clusters.,4,include_primary_high,"Endosomal Sorting Complex Required for Transport (ESCRT) proteins can be transiently recruited to the plasma membrane for membrane repair and formation of extracellular vesicles. Here, we discovered micrometer-sized worm-shaped ESCRT structures that stably persist for multiple hours at the plasma membrane of macrophages, dendritic cells, and fibroblasts. These structures surround clusters of integrins and known cargoes of extracellular vesicles. The ESCRT structures are tightly connected to the cellular support and are left behind by the cells together with surrounding patches of membrane. The phospholipid composition is altered at the position of the ESCRT structures, and the actin cytoskeleton is locally degraded, which are hallmarks of membrane damage and extracellular vesicle formation. Disruption of actin polymerization increased the formation of the ESCRT structures and cell adhesion. The ESCRT structures were also present at plasma membrane contact sites with membrane-disrupting silica crystals. We propose that the ESCRT proteins are recruited to adhesion-induced membrane tears to induce extracellular shedding of the damaged membrane."
30782171,Integrin/Src,neurodegeneration,Exosome-mediated targeted delivery of miR-210 for angiogenic therapy after cerebral ischemia in mice.,4,include_primary_high,"Accumulating evidence shows that microRNA-210 (miR-210) holds great promise to improve angiogenesis for brain tissue repair after cerebral ischemia. However, safe and efficient delivery of miR-210 via intravenous administration is still a challenge. In the past decade, exosomes have emerged as a novel endogenous delivery system. Here, c(RGDyK) peptide is conjugated to exosomes, and they are loaded with cholesterol-modified miR-210 (RGD-exo:miR-210). In a transient middle cerebral artery occlusion (MCAO) mouse model, the RGD-exo:miR-210 targets the lesion region of the ischemic brain after intravenous administration, resulting in an increase in miR-210 at the site. Furthermore, RGD-exo:miR-210 are administered once every other day for 14 days, and the expressions of integrin β These results suggest a strategy for the targeted delivery of miR-210 to ischemic brain and provide an angiogenic agent for the treatment of ischemic stroke."
29965997,Integrin/Src,neurodegeneration,Complex polymorphisms in endocytosis genes suggest alpha-cyclodextrin as a treatment for breast cancer.,4,include_primary_high,"Most breast cancer deaths are caused by metastasis and treatment options beyond radiation and cytotoxic drugs, which have severe side effects, and hormonal treatments, which are or become ineffective for many patients, are urgently needed. This study reanalyzed existing data from three genome-wide association studies (GWAS) using a novel computational biostatistics approach (muGWAS), which had been validated in studies of 600-2000 subjects in epilepsy and autism. MuGWAS jointly analyzes several neighboring single nucleotide polymorphisms while incorporating knowledge about genetics of heritable diseases into the statistical method and about GWAS into the rules for determining adaptive genome-wide significance. Results from three independent GWAS of 1000-2000 subjects each, which were made available under the National Institute of Health's ""Up For A Challenge"" (U4C) project, not only confirmed cell-cycle control and receptor/AKT signaling, but, for the first time in breast cancer GWAS, also consistently identified many genes involved in endo-/exocytosis (EEC), most of which had already been observed in functional and expression studies of breast cancer. In particular, the findings include genes that translocate (ATP8A1, ATP8B1, ANO4, ABCA1) and metabolize (AGPAT3, AGPAT4, DGKQ, LPPR1) phospholipids entering the phosphatidylinositol cycle, which controls EEC. These novel findings suggest scavenging phospholipids as a novel intervention to control local spread of cancer, packaging of exosomes (which prepare distant microenvironment for organ-specific metastases), and endocytosis of β1 integrins (which are required for spread of metastatic phenotype and mesenchymal migration of tumor cells). Beta-cyclodextrins (βCD) have already been shown to be effective in in vitro and animal studies of breast cancer, but exhibits cholesterol-related ototoxicity. The smaller alpha-cyclodextrins (αCD) also scavenges phospholipids, but cannot fit cholesterol. An in-vitro study presented here confirms hydroxypropyl (HP)-αCD to be twice as effective as HPβCD against migration of human cells of both receptor negative and estrogen-receptor positive breast cancer. If the previous successful animal studies with βCDs are replicated with the safer and more effective αCDs, clinical trials of adjuvant treatment with αCDs are warranted. Ultimately, all breast cancer are expected to benefit from treatment with HPαCD, but women with triple-negative breast cancer (TNBC) will benefit most, because they have fewer treatment options and their cancer advances more aggressively."
34428952,TGF-beta,neurodegeneration,Mesenchymal Stem Cell-Derived Exosomes Ameliorate Dermal Fibrosis in a Murine Model of Bleomycin-Induced Scleroderma.,4,include_primary_high,"Mesenchymal stem cells (MSCs) have become a promising therapeutic strategy for scleroderma. Exosomes derived from MSCs (MSC-exosomes) possess functional properties similar to those of their source cells. In this study, we aimed to explore the potential role of MSC-exosomes in the treatment of scleroderma. MSC-exosomes were isolated from human umbilical cords through ultracentrifugation and characterized. An experimental fibrosis model was established in BALB/c mice by a subcutaneous injection of bleomycin, followed by treatment with MSC-exosomes or MSC infusions once a week for a total of four doses. Using hematoxylin and eosin and Masson's trichrome staining and immunohistochemistry, hydroxyproline content, and quantitative real-time polymerase chain reaction analyses, we investigated the effects of MSC-exosomes on dermal fibrosis and explored the underlying mechanism. MSC-exosome treatment restored the dermal architecture, reduced dermal thickness, and partially increased subcutaneous adipose tissue thickness. In addition, MSC-exosomes inhibited the expression of collagen (COL)-I, COL-III, and α-smooth muscle actin. The transforming growth factor (TGF)-β/Smad signaling pathway was also suppressed in MSC-exosome-treated mice. Taken together, our results suggest that MSC-exosomes can attenuate myofibroblast activation and collagen deposition in dermal fibrosis by downregulating the TGF-β/Smad signaling pathway. Therefore, the use of MSC-exosomes may be a potential therapeutic approach for the treatment of scleroderma."
40832971,TGF-beta,neurodegeneration,Exercise-induced extracellular vesicles derived from platelet-rich plasma improved recovery after ischemic stroke.,4,include_primary_high,"Stroke remains a major global health burden, with limited treatments for chronic ischemic stroke necessitating novel therapies. This study explored the therapeutic potential of platelet-rich plasma (PRP)-derived extracellular vesicles (EVs) in stroke recovery, particularly in exercise-trained rats. PRP-derived EVs from treadmill-loaded and sedentary rats were designated athletes (aPRP-EVs) and non-athlete (nPRP-EVs), respectively. Both were administered to primary cortical neurons exposed to oxygen-glucose deprivation (OGD) and to adult male Wistar/ST rats subjected to permanent middle cerebral artery occlusion (MCAO). Exercise increased CD63, CD31, and transforming growth factor-β1 (TGF-β1) in PRP-derived EVs. In OGD-exposed neurons, aPRP-EVs enhanced viability, elevated phosphorylated neurofilament heavy chain, and reduced intracellular calcium. Canonical pathway analysis showed upregulated TGF-β/SMAD signaling in EV groups versus vehicle, while 'Ca signaling' was downregulated in aPRP-EVs versus nPRP-EVs. In MCAO rats, EVs improved neurological and motor function and reduced neuronal apoptosis at 28 days, with aPRP-EVs promoting earlier, greater recovery and infarct reduction. These effects correlated with TGF-β1 upregulation, SMAD4 nuclear translocation, reduced NMDAR2B expression, and enhanced axonal growth in the peri-infarct region. PRP-derived EVs, particularly from exercise-trained donors, enhance neuroregeneration and functional recovery in chronic ischemic stroke via TGF-β/SMAD and calcium signaling modulation."
41516292,TGF-beta,neurodegeneration,"Phase-Specific Evaluation of Sciatic Nerve Regeneration in Preclinical Studies: A Review of Functional Assessment, Emerging Therapies, and Translational Value.",4,include_contextual,"Peripheral nerve injuries, particularly those involving the sciatic nerve, remain a major clinical challenge due to incomplete functional recovery and the limited translation of preclinical advances into effective therapies. This review synthesizes current evidence on the phase-specific evaluation of sciatic nerve regeneration in preclinical models, integrating behavioral, sensory, electrophysiological, and morphological approaches across the acute, subacute (Wallerian degeneration), early regenerative, and late regenerative phases. By mapping functional readouts onto the underlying biological events of each phase, we highlight how tools such as the Sciatic Functional Index, Beam Walk test, Rotarod test, nerve conduction studies, and nociceptive assays provide complementary and often non-interchangeable information about motor, sensory, and neuromuscular recovery. We further examine emerging therapeutic strategies, including intraoperative electrical stimulation, immunomodulation, platelet-rich plasma, bioengineered scaffolds, conductive and piezoelectric conduits, exosome-based hydrogels, tacrolimus delivery systems, and small molecules, emphasizing the importance of aligning their mechanisms of action with the dynamic microenvironment of peripheral nerve repair. Despite substantial advancements in experimental models, an analysis of publication trends and registries reveals a persistent translational gap, with remarkably few clinical trials relative to the high volume of preclinical studies. To illustrate how mechanistic insights can be complemented by molecular-level characterization, we also present a targeted computational analysis of alpha-lipoic acid (ALA,) including frontier orbital energies, physicochemical descriptors, and docking interactions with IL-6, TGF-β, and a growth-factor receptor-performed solely for this molecule due to its documented structural availability and relevance. By presenting an integrated, phase-specific framework for functional assessment and therapeutic evaluation, this review underscores the need for standardized, biologically aligned methodologies to improve the rigor, comparability, and clinical relevance of future studies in sciatic nerve regeneration."
