pathway,context,rank,total_hits_for_cell,pmid,title,pubdate,journal,doi,publication_types,is_primary,relevance_score,ev_hit,context_hit,pathway_hit,mechanistic_hit,screen_decision,abstract
mTOR,tumor_metastasis,36,301,38572963,Small Extracellular Vesicle piR-hsa-30937 Derived from Pancreatic Neuroendocrine Neoplasms Upregulates CD276 in Macrophages to Promote Immune Evasion.,2024 Jul 2,Cancer immunology research,10.1158/2326-6066.CIR-23-0825,Journal Article,True,4,True,True,True,True,include_primary_high,"The role of PIWI-interacting RNAs (piRNA) in small extracellular vesicles (sEV) derived from pancreatic neuroendocrine neoplasms (PNEN) in the tumor microenvironment (TME) remains unexplored. We used multiplex IHC to analyze the expression of CD68, CD276 (B7H3), and CD3 on PNEN. CD276+ tumor-associated macrophages (TAM) were more abundant in tumor tissues than nontumor tissues and negatively correlated with T-cell infiltration. Serum sEV piRNA sequencing was performed to identify piRNAs enriched in patients with PNEN. We then investigated the function and mechanism of sEV piR-hsa-30937 in the cross-talk between tumor cells and macrophages in the PNEN TME. PNEN-derived sEV piR-hsa-30937 targeted PTEN to activate the AKT pathway and drive CD276 expression. CD276+ macrophages inhibited T-cell proliferation and IFNγ production. piR-hsa-30937 knockdown and anti-CD276 treatment suppressed progression and metastasis in a preclinical model of PNEN by enhancing T-cell immunity. Thus, our data show that PNEN-derived sEV piR-hsa-30937 promotes CD276 expression in macrophages through the PTEN/AKT pathway and that CD276+ TAMs suppress T-cell antitumor immunity. sEV piR-hsa-30937 and CD276 are potential therapeutic targets for immunotherapy of PNEN."
mTOR,tumor_metastasis,37,301,37562585,Colorectal cancer tumor cell-derived exosomal miR-203a-3p promotes CRC metastasis by targeting PTEN-induced macrophage polarization.,2023 Nov 15,Gene,10.1016/j.gene.2023.147692,Journal Article,True,4,True,True,True,True,include_primary_high,"(1) Background: Tumor-associated macrophages (TAMs) are important immunocytes associated with liver metastasis of colorectal cancer (CRLM). However, the molecular processes underpinning the interaction between the TME and the tumour-derived exosomal miRNAs in CRLM are not being fully understood; (2) Methods: Transmission electron microscopy was utilized to confirm the existence of exosomes after differential ultracentrifugation. To determine the roles of exosomal miR-203a-3p, an in vivo and in vitro investigation was conducted. The mechanism by which exosomal miR-203a-3p governs the interaction between CRC cells and M2 macrophages was investigated using a dual-luciferase reporter assay, western blot, and other techniques; (3) Results: Overexpression of miR-203a-3p was associated with poor prognosis and liver metastasis in CRC patients. Exosomal miR-203a-3p was upregulated in the plasma of CRC patients and highly metastatic CRC cells HCT116, and it could be transported to macrophages via exosomes. Exosomal miR-203a-3p induced M2 polarization of macrophages by controlling PTEN and activating the PI3K/Akt signaling pathway. M2-polarized macrophages secreted the CXCL12, which increased cancer metastasis and resulted in pre-metastatic niches in CRLM by CXCL12/CXCR4/NF-κB signaling pathway. Co-culture of macrophages with miR-203a-3p-transfected or exosome-treated cells increased the ability of HCT116 cells to metastasize both in vitro and in vivo; (4) Conclusions: Exosomes produced by highly metastatic CRC cells and rich in miR-203a-3p may target PTEN and alter the TME, promoting liver metastasis in CRC patients. These findings offer fresh understanding of the liver metastatic process in CRC."
mTOR,tumor_metastasis,38,301,31141251,Exosomes containing ErbB2/CRK induce vascular growth in premetastatic niches and promote metastasis of bladder cancer.,2019 Jul,Cancer science,10.1111/cas.14080,Journal Article,True,4,True,True,True,True,include_primary_high,"Locally advanced and metastatic invasive bladder cancer (BC) has a poor prognosis, and no advanced therapies beyond cisplatin-based combination chemotherapy have been developed. Therefore, it is an urgent issue to elucidate the underlying mechanisms of tumor progression and metastasis of invasive BC for the development of new therapeutic strategies. Here, we clarified a novel role of exosomes containing ErbB2 and CRK in a formation of premetastatic niches and subsequent metastases. CRK adaptors were overexpressed in invasive UM-UC-3 BC cells. In an orthotopic xenograft model, metastases to lung, liver, and bone of UM-UC-3 cells were completely abolished by CRK elimination. Mass spectrometry analysis identified that ErbB2 was contained in UM-UC-3-derived exosomes in a CRK-dependent manner; the exosomes significantly increased proliferation and invasion properties of low-grade 5637 BC cells and HUVECs through FAK and PI3K/AKT signaling pathways. In athymic mice educated with UM-UC-3-derived exosomes, i.v. implanted UM-UC-3 cells were trapped with surrounding PKH67-labeled exosomes in lung and led to development of lung metastasis with disordered vascular proliferation. In contrast, exosomes derived from CRK-depleted BC cells failed to induce these malignant features. Taken together, we showed that CRK adaptors elevated the expression of ErbB2/3 in BC cells, and these tyrosine kinase/adaptor units were transferred from host BC cells to metastatic recipient cells by exosomes, leading to vascular leakiness and proliferation and contributing to the formation of distant metastasis. Thus, CRK intervention with ErbB2/3 blockade might be a potent therapeutic strategy for patients with ErbB2 overexpressing advanced and metastatic BC."
mTOR,tumor_metastasis,39,301,36072619,The Oral Tumor Cell Exosome miR-10b Stimulates Cell Invasion and Relocation via AKT Signaling.,2022,Contrast media & molecular imaging,10.1155/2022/3188992,Journal Article; Retracted Publication,True,4,True,True,True,True,include_primary_high,"An exosome derived from a cancer cell has been identified to regulate intercellular communication. However, the roles of oral cancer-derived ectodomains in tumor metastasis need to be investigated further. We investigated their roles in oral cancer cells in this paper. The enforcing effect on oral cancer cells was attributed primarily to miR-10b, a gene with a high level in exosomes that is transferred to recipient cells via oral cancer-derived exosomes. Exosomes were obtained by exosome isolation reagents. Also, exosome identification and analysis were performed by electron microscopy. The expression of miRNAs was analyzed by qRT-PCR. Protein expression was analyzed by Western blot. Also, invasion and migration experiments were performed to assay and evaluate the function of exosomal miR-10b. Exosome-mediated transfer of miR-10b promoted oral cancer cell behaviors, according to the findings. Finally, it was discovered that AKT signaling participates in regulating exosome-mediated invasion and migration of oral cancer cells and its activation reduced the inhibitory effect of miR-10b knockdown on oral cancer cells. Exosomal miR-10b derived from oral cancer cells enhances cell invasion and migration by activating AKT signaling."
mTOR,tumor_metastasis,40,301,40806577,From Hypoxia to Bone: Reprogramming the Prostate Cancer Metastatic Cascade.,2025 Aug 1,International journal of molecular sciences,10.3390/ijms26157452,Journal Article; Review,False,4,True,True,True,True,include_contextual,"Bone is the most frequent site of distant metastasis in advanced prostate cancer (PCa), contributing substantially to patient morbidity and mortality. Hypoxia, a defining feature of the solid tumour microenvironment, plays a pivotal role in driving bone-tropic progression by promoting epithelial-to-mesenchymal transition (EMT), cancer stemness, extracellular matrix (ECM) remodelling, and activation of key signalling pathways such as Wingless/Integrated (Wnt) Wnt/β-catenin and PI3K/Akt. Hypoxia also enhances the secretion of extracellular vesicles (EVs), enriched with pro-metastatic cargos, and upregulates bone-homing molecules including CXCR4, integrins, and PIM kinases, fostering pre-metastatic niche formation and skeletal colonisation. In this review, we analysed current evidence on how hypoxia orchestrates PCa dissemination to bone, focusing on the molecular crosstalk between HIF signalling, Wnt activation, EV-mediated communication, and cellular plasticity. We further explore therapeutic strategies targeting hypoxia-related pathways, such as HIF inhibitors, hypoxia-activated prodrugs, and Wnt antagonists, with an emphasis on overcoming therapy resistance in castration-resistant PCa (CRPC). By examining the mechanistic underpinnings of hypoxia-driven bone metastasis, we highlight promising translational avenues for improving patient outcomes in advanced PCa."
mTOR,cardiac_repair,1,66,35273164,Signaling pathways and targeted therapy for myocardial infarction.,2022 Mar 10,Signal transduction and targeted therapy,10.1038/s41392-022-00925-z,"Journal Article; Research Support, Non-U.S. Gov't; Review",False,4,True,True,True,True,include_contextual,"Although the treatment of myocardial infarction (MI) has improved considerably, it is still a worldwide disease with high morbidity and high mortality. Whilst there is still a long way to go for discovering ideal treatments, therapeutic strategies committed to cardioprotection and cardiac repair following cardiac ischemia are emerging. Evidence of pathological characteristics in MI illustrates cell signaling pathways that participate in the survival, proliferation, apoptosis, autophagy of cardiomyocytes, endothelial cells, fibroblasts, monocytes, and stem cells. These signaling pathways include the key players in inflammation response, e.g., NLRP3/caspase-1 and TLR4/MyD88/NF-κB; the crucial mediators in oxidative stress and apoptosis, for instance, Notch, Hippo/YAP, RhoA/ROCK, Nrf2/HO-1, and Sonic hedgehog; the controller of myocardial fibrosis such as TGF-β/SMADs and Wnt/β-catenin; and the main regulator of angiogenesis, PI3K/Akt, MAPK, JAK/STAT, Sonic hedgehog, etc. Since signaling pathways play an important role in administering the process of MI, aiming at targeting these aberrant signaling pathways and improving the pathological manifestations in MI is indispensable and promising. Hence, drug therapy, gene therapy, protein therapy, cell therapy, and exosome therapy have been emerging and are known as novel therapies. In this review, we summarize the therapeutic strategies for MI by regulating these associated pathways, which contribute to inhibiting cardiomyocytes death, attenuating inflammation, enhancing angiogenesis, etc. so as to repair and re-functionalize damaged hearts."
mTOR,cardiac_repair,2,66,36252111,Intrapericardial Exosome Therapy Dampens Cardiac Injury via Activating Foxo3.,2022 Oct 28,Circulation research,10.1161/CIRCRESAHA.122.321384,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"Mesenchymal stem cell (MSC)-derived exosomes are well recognized immunomodulating agents for cardiac repair, while the detailed mechanisms remain elusive. The Pericardial drainage pathway provides the heart with immunosurveillance and establishes a simplified model for studying the mechanisms underlying the immunomodulating effects of therapeutic exosomes. Myocardial infarction (MI) models with and without pericardiectomy (corresponding to Tomy MI and NonTomy MI) were established to study the functions of pericardial drainage pathway in immune activation of cardiac-draining mediastinal lymph node (MLN). Using the NonTomy MI model, MSC exosomes or vehicle PBS was intrapericardially injected for MI treatment. Via cell sorting and RNA-seq (RNA-sequencing) analysis, the differentially expressed genes were acquired for integrated pathway analysis to identify responsible mechanisms. Further, through functional knockdown/inhibition studies, application of cytokines and neutralizing antibodies, western blot, flow cytometry, and cytokine array, the molecular mechanisms were studied. In addition, the therapeutic efficacy of intrapericardially injected exosomes for MI treatment was evaluated through functional and histological analyses. We show that the pericardial draining pathway promoted immune activation in the MLN following MI. Intrapericardially injected exosomes accumulated in the MLN and induced regulatory T cell differentiation to promote cardiac repair. Mechanistically, uptake of exosomes by major histocompatibility complex (MHC)-II This study reveals a novel mechanism underlying the immunomodulation effects of MSC exosomes and provides a promising candidate (PP2A/p-Akt/Foxo3 signaling pathway) with a favorable delivery route (intrapericardial injection) for cardiac repair."
mTOR,cardiac_repair,3,66,35127372,The cGAS-STING signaling in cardiovascular and metabolic diseases: Future novel target option for pharmacotherapy.,2022 Jan,Acta pharmaceutica Sinica. B,10.1016/j.apsb.2021.05.011,Journal Article; Review,False,3,True,True,False,True,include_contextual,"The cyclic GMP-AMP synthase (cGAS)-stimulator of interferon genes (STING) signaling exert essential regulatory function in microbial-and onco-immunology through the induction of cytokines, primarily type I interferons. Recently, the aberrant and deranged signaling of the cGAS-STING axis is closely implicated in multiple sterile inflammatory diseases, including heart failure, myocardial infarction, cardiac hypertrophy, nonalcoholic fatty liver diseases, aortic aneurysm and dissection, obesity, etc. This is because of the massive loads of damage-associated molecular patterns (mitochondrial DNA, DNA in extracellular vesicles) liberated from recurrent injury to metabolic cellular organelles and tissues, which are sensed by the pathway. Also, the cGAS-STING pathway crosstalk with essential intracellular homeostasis processes like apoptosis, autophagy, and regulate cellular metabolism. Targeting derailed STING signaling has become necessary for chronic inflammatory diseases. Meanwhile, excessive type I interferons signaling impact on cardiovascular and metabolic health remain entirely elusive. In this review, we summarize the intimate connection between the cGAS-STING pathway and cardiovascular and metabolic disorders. We also discuss some potential small molecule inhibitors for the pathway. This review provides insight to stimulate interest in and support future research into understanding this signaling axis in cardiovascular and metabolic tissues and diseases."
mTOR,cardiac_repair,4,66,33639970,Macrophage migration inhibitory factor facilitates the therapeutic efficacy of mesenchymal stem cells derived exosomes in acute myocardial infarction through upregulating miR-133a-3p.,2021 Feb 27,Journal of nanobiotechnology,10.1186/s12951-021-00808-5,Journal Article,True,4,True,True,True,True,include_primary_high,"Exosome transplantation is a promising cell-free therapeutic approach for the treatment of ischemic heart disease. The purpose of this study was to explore whether exosomes derived from Macrophage migration inhibitory factor (MIF) engineered umbilical cord MSCs (ucMSCs) exhibit superior cardioprotective effects in a rat model of AMI and reveal the mechanisms underlying it. Exosomes isolated from ucMSCs (MSC-Exo), MIF engineered ucMSCs (MIF-Exo) and MIF downregulated ucMSCs (siMIF-Exo) were used to investigate cellular protective function in human umbilical vein endothelial cells (HUVECs) and H9C2 cardiomyocytes under hypoxia and serum deprivation (H/SD) and infarcted hearts in rats. Compared with MSC-Exo and siMIF-Exo, MIF-Exo significantly enhanced proliferation, migration, and angiogenesis of HUVECs and inhibited H9C2 cardiomyocyte apoptosis under H/SD in vitro. MIF-Exo also significantly inhibited cardiomyocyte apoptosis, reduced fibrotic area, and improved cardiac function as measured by echocardiography in infarcted rats in vivo. Exosomal miRNAs sequencing and qRT-PCR confirmed miRNA-133a-3p significantly increased in MIF-Exo. The biological effects of HUVECs and H9C2 cardiomyocytes were attenuated with incubation of MIF-Exo and miR-133a-3p inhibitors. These effects were accentuated with incubation of siMIF-Exo and miR-133a-3p mimics that increased the phosphorylation of AKT protein in these cells. MIF-Exo can provide cardioprotective effects by promoting angiogenesis, inhibiting apoptosis, reducing fibrosis, and preserving heart function in vitro and in vivo. The mechanism in the biological activities of MIF-Exo involves miR-133a-3p and the downstream AKT signaling pathway."
mTOR,cardiac_repair,5,66,38175149,A Novel Conductive Polypyrrole-Chitosan Hydrogel Containing Human Endometrial Mesenchymal Stem Cell-Derived Exosomes Facilitated Sustained Release for Cardiac Repair.,2024 Apr,Advanced healthcare materials,10.1002/adhm.202304207,"Journal Article; Research Support, Non-U.S. Gov't",True,3,True,True,False,True,include_contextual,"Myocardial infarction (MI) results in cardiomyocyte necrosis and conductive system damage, leading to sudden cardiac death and heart failure. Studies have shown that conductive biomaterials can restore cardiac conduction, but cannot facilitate tissue regeneration. This study aims to add regenerative capabilities to the conductive biomaterial by incorporating human endometrial mesenchymal stem cell (hEMSC)-derived exosomes (hEMSC-Exo) into poly-pyrrole-chitosan (PPY-CHI), to yield an injectable hydrogel that can effectively treat MI. In vitro, PPY-CHI/hEMSC-Exo, compared to untreated controls, PPY-CHI, or hEMSC-Exo alone, alleviates H"
mTOR,cardiac_repair,6,66,31973741,Mesenchymal stem cell-derived exosomes ameliorate cardiomyocyte apoptosis in hypoxic conditions through microRNA144 by targeting the PTEN/AKT pathway.,2020 Jan 23,Stem cell research & therapy,10.1186/s13287-020-1563-8,"Journal Article; Research Support, Non-U.S. Gov't",True,4,True,True,True,True,include_primary_high,"A growing body of evidence suggests that stem cell-derived exosomal microRNAs (miRNAs) could be a promising cardioprotective therapy in the context of hypoxic conditions. The present study aims to explore how miRNA-144 (miR-144), a miRNA contained in bone marrow mesenchymal stem cell (MSC)-derived exosomes, exerts a cardioprotective effect on cardiomyocyte apoptosis in the context of hypoxic conditions and identify the underlying mechanisms. MSCs were cultured using the whole bone marrow adherent method. MSC-derived exosomes were isolated using the total exosome isolation reagent and confirmed by nanoparticle trafficking analysis as well as western blotting using TSG101 and CD63 as markers. The hypoxic growth conditions for the H9C2 cells were established using the AnaeroPack method. Treatment conditions tested included H9C2 cells pre-incubated with exosomes, transfected with miR-144 mimics or inhibitor, or treated with the PTEN inhibitor SF1670, all under hypoxic growth conditions. Cell apoptosis was determined by flow cytometry using 7-ADD and Annexin V together. The expression levels of the miRNAs were detected by real-time PCR, and the expression levels of AKT/p-AKT, Bcl-2, caspase-3, HIF-1α, PTEN, and Rac-1 were measured by both real-time PCR and western blotting. Exosomes were readily internalized by H9C2 cells after co-incubation for 12 h. Exosome-mediated protection of H9C2 cells from apoptosis was accompanied by increasing levels of p-AKT. MiR-144 was found to be highly enriched in MSC-derived exosomes. Transfection of cells with a miR-144 inhibitor weakened exosome-mediated protection from apoptosis. Furthermore, treatment of cells grown in hypoxic conditions with miR-144 mimics resulted in decreased PTEN expression, increased p-AKT expression, and prevented H9C2 cell apoptosis, whereas treatment with a miR-144 inhibitor resulted in increased PTEN expression, decreased p-AKT expression, and enhanced H9C2 cell apoptosis in hypoxic conditions. We also validated that PTEN was a target of miR-144 by using luciferase reporter assay. Additionally, cells treated with SF1670, a PTEN-specific inhibitor, resulted in increased p-AKT expression and decreased H9C2 cell apoptosis. These findings demonstrate that MSC-derived exosomes inhibit cell apoptotic injury in hypoxic conditions by delivering miR-144 to cells, where it targets the PTEN/AKT pathway. MSC-derived exosomes could be a promising therapeutic vehicle to facilitate delivery of miRNA therapies to ameliorate ischemic conditions."
mTOR,cardiac_repair,7,66,39965141,Injectable pH Responsive Conductive Hydrogel for Intelligent Delivery of Metformin and Exosomes to Enhance Cardiac Repair after Myocardial Ischemia-Reperfusion Injury.,2025 Jun,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202410590,Journal Article,True,4,True,True,True,True,include_primary_high,"Myocardial ischemia-reperfusion injury (MIRI) is a leading cause of complications and high mortality associated with acute myocardial infarction. Injectable hydrogel emerges as a promising biomaterial for myocardial repair due to their ability to mimic the mechanical and electrophysiological properties of heart tissue. In this study, an injectable conductive hydrogel is developed that responds to the weakly acidic microenvironment of ischemic injury, enabling the intelligent release of metformin and exosomes to enhance cardiac repair following MIRI. This multifunctional hydrogel demonstrates self-healing properties, shear-thinning injectability, electrical conductivity, and an elastic modulus comparable to natural myocardium, alongside excellent biocompatibility. At the cellular level, the hydrogel system exhibits significant antioxidant, anti-apoptotic, improvement of electrophysiological characteristics, mitochondrial protection and angiogenic effects, with transcriptome sequencing revealing the effective activation of the PI3K/AKT, VEGF, and AMPK signaling pathways. In vivo studies further confirm that the hydrogel treatment reduces infarct size, cardiac fibrosis and incidence of arrhythmia, while improving ventricular ejection fraction and facilitating the restoration of cardiac function after MIRI. In conclusion, an injectable pH-responsive conductive hydrogel is presented that enables the intelligent delivery of metformin and exosomes, offering a promising and novel therapeutic approach for enhancing cardiac repair and treating MIRI."
mTOR,cardiac_repair,8,66,37569674,New Insights into the Reparative Angiogenesis after Myocardial Infarction.,2023 Aug 1,International journal of molecular sciences,10.3390/ijms241512298,Journal Article; Review,False,3,False,True,True,True,include_contextual,"Myocardial infarction (MI) causes massive loss of cardiac myocytes and injury to the coronary microcirculation, overwhelming the limited capacity of cardiac regeneration. Cardiac repair after MI is finely organized by complex series of procedures involving a robust angiogenic response that begins in the peri-infarcted border area of the infarcted heart, concluding with fibroblast proliferation and scar formation. Efficient neovascularization after MI limits hypertrophied myocytes and scar extent by the reduction in collagen deposition and sustains the improvement in cardiac function. Compelling evidence from animal models and classical in vitro angiogenic approaches demonstrate that a plethora of well-orchestrated signaling pathways involving Notch, Wnt, PI3K, and the modulation of intracellular Ca"
mTOR,cardiac_repair,9,66,37572633,Pioneering therapies for post-infarction angiogenesis: Insight into molecular mechanisms and preclinical studies.,2023 Oct,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,10.1016/j.biopha.2023.115306,Journal Article; Review,False,4,True,True,True,True,include_contextual,"Acute myocardial infarction (MI), despite significant progress in its treatment, remains a leading cause of chronic heart failure and cardiovascular events such as cardiac arrest. Promoting angiogenesis in the myocardial tissue after MI to restore blood flow in the ischemic and hypoxic tissue is considered an effective treatment strategy. The repair of the myocardial tissue post-MI involves a robust angiogenic response, with mechanisms involved including endothelial cell proliferation and migration, capillary growth, changes in the extracellular matrix, and stabilization of pericytes for neovascularization. In this review, we provide a detailed overview of six key pathways in angiogenesis post-MI: the PI3K/Akt/mTOR signaling pathway, the Notch signaling pathway, the Wnt/β-catenin signaling pathway, the Hippo signaling pathway, the Sonic Hedgehog signaling pathway, and the JAK/STAT signaling pathway. We also discuss novel therapeutic approaches targeting these pathways, including drug therapy, gene therapy, protein therapy, cell therapy, and extracellular vesicle therapy. A comprehensive understanding of these key pathways and their targeted therapies will aid in our understanding of the pathological and physiological mechanisms of angiogenesis after MI and the development and application of new treatment strategies."
mTOR,cardiac_repair,10,66,31547508,Molecular Mechanisms of Cardiac Remodeling and Regeneration in Physical Exercise.,2019 Sep 23,Cells,10.3390/cells8101128,Journal Article; Review,False,4,True,True,True,True,include_contextual,"Regular physical activity with aerobic and muscle-strengthening training protects against the occurrence and progression of cardiovascular disease and can improve cardiac function in heart failure patients. In the past decade significant advances have been made in identifying mechanisms of cardiomyocyte re-programming and renewal including an enhanced exercise-induced proliferational capacity of cardiomyocytes and its progenitor cells. Various intracellular mechanisms mediating these positive effects on cardiac function have been found in animal models of exercise and will be highlighted in this review. 1) activation of extracellular and intracellular signaling pathways including phosphatidylinositol 3 phosphate kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR), EGFR/JNK/SP-1, nitric oxide (NO)-signaling, and extracellular vesicles; 2) gene expression modulation via microRNAs (miR), in particular via miR-17-3p and miR-222; and 3) modulation of cardiac cellular metabolism and mitochondrial adaption. Understanding the cellular mechanisms, which generate an exercise-induced cardioprotective cellular phenotype with physiological hypertrophy and enhanced proliferational capacity may give rise to novel therapeutic targets. These may open up innovative strategies to preserve cardiac function after myocardial injury as well as in aged cardiac tissue."
mTOR,cardiac_repair,11,66,29434374,Reactive oxygen species regulate axonal regeneration through the release of exosomal NADPH oxidase 2 complexes into injured axons.,2018 Mar,Nature cell biology,10.1038/s41556-018-0039-x,"Journal Article; Research Support, Non-U.S. Gov't",True,3,True,False,True,True,exclude_low_relevance,"Reactive oxygen species (ROS) contribute to tissue damage and remodelling mediated by the inflammatory response after injury. Here we show that ROS, which promote axonal dieback and degeneration after injury, are also required for axonal regeneration and functional recovery after spinal injury. We find that ROS production in the injured sciatic nerve and dorsal root ganglia requires CX3CR1-dependent recruitment of inflammatory cells. Next, exosomes containing functional NADPH oxidase 2 complexes are released from macrophages and incorporated into injured axons via endocytosis. Once in axonal endosomes, active NOX2 is retrogradely transported to the cell body through an importin-β1-dynein-dependent mechanism. Endosomal NOX2 oxidizes PTEN, which leads to its inactivation, thus stimulating PI3K-phosporylated (p-)Akt signalling and regenerative outgrowth. Challenging the view that ROS are exclusively involved in nerve degeneration, we propose a previously unrecognized role of ROS in mammalian axonal regeneration through a NOX2-PI3K-p-Akt signalling pathway."
mTOR,cardiac_repair,12,66,39489255,Endothelial-derived exosomes: A novel therapeutic strategy for LPS-induced myocardial damage with anisodamine.,2024 Dec,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.136993,Journal Article,True,4,True,True,True,True,include_primary_high,"Sepsis-induced myocardial dysfunction presents significant challenges in clinical management and is associated with increased mortality. Anisodamine (654-1/-2) has potentials in alleviating cardiac and endothelial impairments associated with sepsis. Exosomes, small vesicles secreted by cells, carry various bioactive molecules, such as nucleic acids, proteins, and lipids. These vesicles can travel to target cells to influence their function and modulating biological processes. In the context of endothelial-cardiac crosstalk, exosomes derived from endothelial cells can transfer signals that either exacerbate or mitigate myocardial injury, playing a crucial role in the progression of cardiovascular diseases. However, the precise role of endothelial-cardiac crosstalk, particularly through exosomes, in mediating the cardioprotective effects of anisodamine remains unclear. This study evaluated the effects of anisodamine on myocardial and endothelial injuries induced by LPS. Mechanisms were analyzed through network pharmacology, molecular docking, Western blotting, and RT-qPCR. The interaction between endothelial and cardiomyocyte inflammatory responses to anisodamine was assessed using a co-culture assay. Furthermore, both in vivo and in vitro assays were conducted to evaluate the effects of anisodamine-/LPS- treated HUVECs exosomes on A16 cell and myocardial function in mice. Anisodamine effectively mitigated apoptosis, inflammation, mitochondrial and myocardial injury, glycocalyx degradation, and oxidative stress by regulating the PI3K-AKT, NLRP-3/Caspase-1/ASC, TNF-α/PKCα/eNOs/NO, and NF-κB/iNOs/NO pathways in A16 cells and HUVECs. Moreover, in vivo and in vitro assays confirmed the protective effects of anisodamine against myocardial injuries mediated by exosomes derived from LPS-treated HUVECs. In summary, anisodamine ameliorated inflammation-induced endothelial and cardiomyocyte dysfunction. The in vitro and in vivo assays demonstrated that anisodamine could alleviate myocardial dysfunction through exosome-mediated mechanisms, offering new therapeutic avenues for treating myocardial injury and highlighting the potential of targeted exosome therapy in clinical settings."
mTOR,cardiac_repair,13,66,36852325,Empagliflozin-Pretreated Mesenchymal Stem Cell-Derived Small Extracellular Vesicles Attenuated Heart Injury.,2023,Oxidative medicine and cellular longevity,10.1155/2023/7747727,Journal Article,True,4,True,True,True,True,include_primary_high,"Small extracellular vesicles derived from mesenchymal stem cells (MSCs) play important roles in cardiac protection. Studies have shown that the cardiovascular protection of sodium-glucose cotransporter 2 inhibitor (SGLT2i) is independent of its hypoglycemic effect. This study is aimed at investigating whether small extracellular vesicles derived from MSCs pretreated with empagliflozin (EMPA) has a stronger cardioprotective function after myocardial infarction (MI) and to explore the underlying mechanisms. We evaluated the effects of EMPA on MSCs and the effects of EMPA-pretreated MSCs-derived small extracellular vesicles (EMPA-sEV) on myocardial apoptosis, angiogenesis, and cardiac function after MI in vitro and in vivo. The small extracellular vesicles of control MSCs (MSC-sEV) and EMPA-pretreated MSCs were extracted, respectively. Small extracellular vesicles were cocultured with apoptotic H9c2 cells induced by H Our data suggest that EMPA-sEV significantly improve cardiac repair after MI by inhibiting myocardial apoptosis. miR-214-3p at least partially mediated the myocardial protection of EMPA-sEV through the AKT signaling pathway."
mTOR,cardiac_repair,14,66,40857022,Molecular Mechanisms of Myocardial Repair and Cardiac Function Improvement With Hydrogel-Mediated Macrophage-Derived Exosome Delivery.,2025 Aug 31,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,10.1096/fj.202501080RR,Journal Article,True,4,True,True,True,True,include_primary_high,"This study investigates how a multifunctional regulatory hydrogel loaded with macrophage-derived exosomes (MDEs) remodels the cardiac microenvironment, enhances cardiac function, and promotes myocardial repair in heart failure post-myocardial infarction. The hydrogel was prepared and characterized, and its effects on cardiomyocyte survival, proliferation, migration, and tube formation were evaluated using in vitro models. In vivo experiments on a mouse myocardial infarction model demonstrated improved cardiac function and decreased incidence of arrhythmias after treatment with the hydrogel. RNA sequencing and proteomics analyses highlighted the potential involvement of PI3K/Akt/mTOR, Hippo, TGF-β, HIF-1, and FoxO pathways; mechanistic causality remains to be established. The findings are consistent with enhanced cardiomyocyte activities, increased expression of key proteins such as HIF-1α and BNIP3, and remodeling of the myocardial microenvironment that may facilitate myocardial repair and functional recovery; these associations do not establish causality."
